"","SKST006_6_G102964","SKST006_7_G102965","SKST006_4_G102962","SKST006_5_G102963","SKST006_2_G102960","SKST006_3_G102961","SKST006_1_G102959","SKST006_9_G103014","SKST027_3_G102945","SKST027_4_G102958","SKST027_6_G102955","SKST027_9_G102947","SKST027_11_G102996","SKST027_12_G103011","SKST027_1_G102984","SKST027_2_G102985","SKST032_1_G102943","SKST032_2_G102946","SKST014_3_G102978","SKST014_2_G102977","SKST014_5_G102980","SKST014_4_G102979","SKST014_7_G102940","SKST014_6_G102951","SKST014_1_G102976","SKST032_4_G103008","SKST032_3_G102989","SKST032_5_G103024","SKST027_10_G102936","SKST025_9_G103021","SKST025_2_G102986","SKST025_1_G102983","SKST025_6_G103010","SKST025_5_G103006","SKST025_4_G102939","SKST025_3_G102942","p8883_mo6","p8646_mo8","p8646_mo9","p8646_mo6","p8646_mo7","p8649_mo11","p8649_mo12","p8649_mo1","p8649_mo10","p8649_mo2","p8649_mo3","p8582_mo5","p8582_mo7","p8582_mo6","p8646_mo3","p8646_mo2","p8646_mo12","p8646_mo11","p8646_mo10","p8646_mo1","p8600_mo9","p8600_mo8","p8646_mo5","p8646_mo4","p8808_mo7","p8808_mo6","p8808_mo9","p8808_mo8","p8808_mo12","p8808_mo11","p8883_mo2","p8808_mo4","p8816_mo10","p8816_mo1","p8883_mo3","p8600_mo1","p8600_mo10","p8600_mo11","p8600_mo12","p8600_mo2","p8600_mo3","p8600_mo4","p8600_mo5","p8600_mo6","p8600_mo7","p8775_mo7","p8775_mo8","p8775_mo5","p8775_mo6","p8775_mo3","p8775_mo4","p8775_mo12","p8775_mo2","p8775_mo9","p8808_mo10","p8816_mo8","p8816_mo9","p8816_mo4","p8816_mo5","p8816_mo6","p8816_mo7","p8816_mo11","p8816_mo12","p8816_mo2","p8816_mo3","p8585_mo9","p8585_mo8","p8585_mo4","p8585_mo3","p8585_mo7","p8585_mo6","p8582_mo9","p8582_mo8","p8585_mo2","p8585_mo1","p8883_mo12","p8883_mo11","p8855_mo3","p8855_mo12","p8855_mo11","p8855_mo10","p8883_mo10","p8855_mo9","p8855_mo8","p8855_mo4","p8808_mo5","p8883_mo9","p9061_mo1","p8883_mo7","p8883_mo8","p8883_mo4","p8582_mo11","p8582_mo10","p8582_mo1","p9061_mo2","p9061_mo3","p8775_mo11","p8775_mo10","p8748_mo6","p8748_mo5","p8748_mo4","p8748_mo12","p8775_mo1","p8748_mo9","p8748_mo8","p8748_mo7","p9193_mo1","p9061_mo8","p9193_mo4","p9193_mo2","p9061_mo5","p9061_mo4","p9061_mo7","p9061_mo6","p9193_mo6","p9193_mo5","p8712_mo6","p8712_mo7","p8712_mo8","p8712_mo9","p8712_mo2","p8712_mo3","p8712_mo4","p8712_mo5","p8748_mo10","p8748_mo11","p9193_mo7","p9216_mo1","p9216_mo2","p9216_mo3","p9216_mo4","p9216_mo5","p9216_mo6","p9216_mo7","p9216_mo8","p8649_mo5","p8649_mo4","p8649_mo7","p8649_mo6","p8649_mo9","p8649_mo8","p8712_mo10","p8712_mo1","p8712_mo12","p8712_mo11","p8582_mo4","p8582_mo3","p8582_mo2","p8582_mo12"
"Megamonas hypermegale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcaceae bacterium D16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07355,0,0,0,0,0,0,0,0,0.14129,0.17866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0096,0,0.09684,0.11814,0,0.12897,0,0,0.11577,0.26194,0.25361,0.14049,0.27284,0.30271,0.10976,0.17735,0.34892,0.32022,0.02958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12881,0,0,0,0.0031,0,0.02667,0.0043,0,0,0,0,0,0.03597,0.04985,0.0292,0.02767,0.03632,0.0533,0.04432,0.14096,0.01378,0,0,0.00103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04324,0.05822,0.02292,0.00677,0,0,0,0
"Megamonas funiformis CAG:377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[Ruminococcus] lactaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38777,0.20905,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58481,0,0.45042,2.75476,0,0.12562,0,0.08026,0.00017,0.00052,0,0,0,3.37986,0.18226,0,0,0,3.03875,0,0,3.45548,0.34322,0,0,0,0,0,0,0,0,2.86803,2.41976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23914,4.15661,2.09194,3.66245,3.34694,5.05585,2.46641,0,2.84974,2.14805,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97013,0,0,0,0,0,0,0.51756,0.46224,0,0,0.10407,0.08652,0.02935,0.08879,0,0.12782,0.054,0.01392,0,0.81103,0,0,0.64362,0.52364,1.65178,0.57594,0,0,0,0,0,0,0,0,0,0,0.11517,0.05654,0,0,0,0,0,0,0,0,0,0,0,0.00478,0.02102,0.01824,0.31552,0,0.37235,0,0,0,0,0,0
"Klebsiella pneumoniae",0,0,12.68717,7.20328,0,0,0,0,0,0,0,0,0,5.36319,0,0,0,0,0,6.10431,0.38982,0,0,0,0,0,0,0,29.87648,0,0,0,0,0,0,0,0,2.39189,0,0.00118,0,0,0,0.00116,0,0,0,0,0,0,0,0,0,0,0,0,0.00198,0.00563,0.00039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02253,0,0,0,0,0,0,0,0,0,0,0.02911,0.30809,0.00984,0,0,0,0,0,0,0,0,0,0,0,0.25418,0,0.00894,0,0,0,0,0.05972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07105,0,0,0,0.00418,0,0,0.00487,0,0,0,0,0,0,0,0
"Megamonas funiformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holdemanella biformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28439,0.91158,0.3689,1.06263,0,0.20045,0.21509,0.2729,0.06076,0,0.02854,0.01967,0,0,0,0,0.03731,0.07848,0,0,0,0,0,0,0,0,0.52049,0.22985,0.03573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium bolteae CAG:59",0,0,0,0,0,0,0,0,0,0.55557,0,0,0,0,0,0,0,0,0,0,0,0,1.33055,0,0,0.00326,0.0223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327,0,0,0.00492,0,0,0.07718,0.09145,0,0.01483,0,0,0,0,0,0,0.0163,0,0,0,0.03102,0.18376,0.01875,0.0255,0.11175,0.26761,0,0.16251,0.06533,0.34195,0.3782,0,0,0,0,0,0,0,0.00237,0,0,0,0,0.00061,0,0,0,0,0.02638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01487,0,0,0,0,0,0,0.01677,0,0,0,0,0,0,0.00568,0,0,0,0.04833,0.03498,0.00361,0.02007,0,0,0,0.00348,0,0,0,0,0,0,0,0,0,0,0.01293,0,0.07877,0,0.04181,0,0,0,0,0,0
"Enterococcus faecium",0,0,0,0,0,0,0,0,0,0,0.71006,0,0,3.17993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10005,0,0,0,0,0,0.02218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02873,0,0,0,0.24478,0,0,0,0,0.16964,0.00065,0,0,0.77098,2.73591,0,0.34416,0.21062,0.0712,0,0,0,0,0,0,0,0,0,0.14863,0,0,0.17854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09945,0,0.00176,0,0,0.41012,0,0,0,0,0,0,0.0051,0,0,0,0,0,0,0,0.71377,0,0.01881,0,0,0,0,0,0,0,0.00246,0,0,0.17687,0,0,0,0,0.00827,0,0,0,0.00084,0,0,0,9.58169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347,0,0.00617,0,0,0,0,0,0
"Massilimicrobiota timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09553,0.08867,0.00286,0,0,0.00361,0,0,0.06503,0,0,0,0,0,0.00935,0,0,0,0.00164,0.00113,0,0.01105,0,0,0,0.0113,0.01165,0,0,0,0,0.01446,0,0,0.03195,0,0,0,0,0,0,0.00129,0,0.01055,0,0.00128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostoc citreum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lacrimispora saccharolytica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00438,0,0.01177,0,0.16891,2.77264,5.4902,0,1.55696,0.05109,0.18616,0,0,0,0,0,0,0.02196,0,0.02842,0.00994,0.05245,0,0,0,0,0,0,0,0,0,0.2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26745,0.27478,0.02325,0,0,0,0,0,0,0.00452,0.00808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265,0.01144,0.02191,0.03684,0,0.0134,0.01832,0.01987,0,0,0,0,0,0,0,0,0,0.00871,0,0,0,0,0,0,0,0,0.02097,0,0,0.26625,0,0.1197,0.02767,0.01774,0.02905,0.58507,0.49745,0,0.0251,0,0.01396,0.03549,0.02022,0.00314,0,0.00174,0,0,0,0,0
"Holdemania filiformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01584,0.04999,0.00508,0,0,0,0,0,0,0,0,0.03372,0,0,0,0,0,0.02912,0.07145,0.03513,0.08055,0.03633,0,0,0,0,0,0,0,0,0,0.09623,0.12388,0,0,0,0,0,0,0,0,0.02857,0,0.01574,0.00943,0.12606,0,0.22988,0.06285,0.10929,0,0,0.20119,0,0,0.1114,0,0,0,0,0,0,0,0,0,0,0.01001,9e-04,0.01825,0.04098,0.01338,0.03557,0,0.00608,0.15261,0.01231,0,0,0,0,0,0,0,0,0,0,0,0.04467,0,0,0,0,0,0,0,0,0,0.01168,0.04316,0.07633,0.02794,0,0,0,0,0,0.01397,0,0,0,0,0,0,0,0,0,0,0.04935,0.00034,0.0053,0.02556,0.01625,0.0083,0.00537,0,0,0.0919,0,0,0,0,0,0,0,0,0,0,0,0.00164,0,0.00441,0.02635,0.00077,0,0,0,0,0.07096,0.05439,0.05006,0.05969,0.06899,0,0,0,0,0,0,0,0
"Bifidobacterium pseudolongum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31465,0.01999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04368,0.01189,2.10838,0,0.04905,1.14016,4.09409,0.00646,0.83927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemmiger sp. An50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00753,0.01235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01027,0.00589,0,0.02179,0,0.30224,0.03593,0.03053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051,0,0,0,0,0,0
"Streptococcus vestibularis",0,0,0,0,0,0,0,0,0,0.06446,0,0,0,0,0,0,0,0,0,0.05947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01802,0,0,0,0.09646,0,0.00326,0.02688,0,0,0,0,0,0,0,0,0,0.01334,0,0.03347,0,0,0,0,0,0,0.13275,0,0,0,0.00305,0,0,0.00491,0,0,0,0,0,0,0,0.00634,0.01523,0.02944,0,0.06224,0,0,0,0.00199,0,0,0,0,0.71403,0.01268,0,0,0.00713,0,0.1266,0.90178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118,0,0,0,0,0,0.01539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04712,0,0.0124,0,0,0,0,0,0,0,0,0.00406,0.00251,0,0,0,0,0,0.00138,0,0.006,0,0,0,0,0,0,0,0
"Clostridium sp. chh4-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089,0,0,0,0.0247,0,0.00475,0,0,0,0,0,0,0,0,0,0,0,0.00213,0.01208,0,0,0.02893,0,0,0,0,0,0,0,0,0,0.01526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerostipes caccae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01018,0,0,0.02087,0,0.00983,0,0,0,0,0,0,0,0,0,0.00585,0.00122,0,0,0.00608,0.0268,0.00355,0.02286,0.02661,0,0.00905,0,0,0.02174,0,0,0,0.02669,0,0,0,0,0.00355,0.00355,0.03949,0.02608,0.04006,0,9e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07192,0.35327,0.15661,0.34842,0,0.74523,0.60938,0.02399,0.00402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108,0,0,0,0,0,0
"Bacteroides fragilis",0,0,0,0,0,0,40.45271,0,23.19608,1.90799,0,0,1.15925,0,64.31025,18.21282,33.41617,20.99416,0,0,0,0,0,0,0,6.99016,9.60816,3.76904,0,2.61661,0.81731,6.33544,0,5.12316,0,1.16577,1.33419,0.14251,0.15017,0,0,48.11035,0.85827,0.01116,2.08486,0.0082,0.01544,0,0,0,0,0,0.03434,0.01275,0.00356,0,0,0,0,0,0,0,0,0,0,0,0.95961,0,0,0,2.54744,0,0,0.10576,0.17808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04266,0,0,0,0,0,0,0,0,0,0,0,0,3.93914,1.78471,0,0,0,0,1.50742,0,0,0,0,1.02255,0,1.37059,1.64768,1.27747,0,0,0,0.46198,0.87902,0,0,0,0,0.05989,0.01775,0,0.04758,0.18589,0.07423,0.26569,0.40463,0.37695,1.37348,0.21801,0.26289,0.73966,0.98733,0.05663,0.72877,0,0,0,0,0,0,0,0,0.06193,0,0.89422,0.17505,0,0.99344,0.00302,0.86975,0.17789,0.04009,0.14895,0,0.00983,0.17055,0,2.12966,1.75103,0,0,0,0,0,0,0,0
"Propionibacterium freudenreichii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02408,0,0,0.00225,0,0.00124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03005,0,0,0,0,0,0,0,0,0,0,0.00118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus gallinarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06113,0,0,0,0,0,0,0,0,0,0,0.02144,0,0,0.00854,0.02757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides finegoldii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86053,7.44675,10.91121,5.30218,0.007,1.76382,2.2558,4.77055,1.70275,2.40104,0,0,0,0.94357,1.17389,4.57733,5.66938,7.53991,1.53492,0,0,3.67872,1.66533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18231,1.40387,1.13004,0.29878,0.89867,0.08768,2.65073,0.08633,0,0,0,0,0,0,0,0,0,0,0,0,2.10368,1.14127,1.12234,1.69565,1.39526,1.12027,1.69341,2.82959,3.09643,0,0,0,0
"Campylobacter gracilis",0,0,0.43338,0,0,0,0,0,0,0,0,0.08265,0,0,0,0,0,0,0,0,0.32717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella corporis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptostreptococcus anaerobius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02586,0,0,0.00156,0.01182,0.00067,0,0,0,0.01609,0,0,0,0.06534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305,0,0,0,0,0,0.64864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14556,0,0.00202,0,0.00989,0,0,0,0,0,0,0,0
"Coprobacillus cateniformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00524,0,0.00212,0,0,0,0,0.01082,0,0,0,0,0,0,0.01878,0.00589,0.0078,0,0,0,0,0,0,0,0,0,0.02472,0,0,0,0,0,0.00826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10583,0,0,0,0.00532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02651,0,0.00386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoclostridium sp. An138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00844,0.08785,0,0,0,0.02077,0,0,0,0,0,0,0.00028,0,0,0.00455,0.00488,0,0,0,0,0,0.00285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149,0,0.00629,0.01806,0.0076,0.01096,0,0,0.00018,0.00561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03945,0,0.0238,0.01922,0,0,7e-04,0,0,0.00643,0.00738,0,0.01004,0.01241,0,0,0,0,0,0,0,0
