"","O2_UC1_0","O2_UC1_2","O2_UC11_0","O2_UC11_2","O2_UC12_0","O2_UC12_2","O2_UC13_0","O2_UC13_2","O2_UC14_0","O2_UC14_2","O2_UC16_0","O2_UC16_2","O2_UC17_0","O2_UC17_2","O2_UC18_0","O2_UC18_2","O2_UC19_0","O2_UC19_2","O2_UC2_0","O2_UC2_2","O2_UC20_0","O2_UC20_2","O2_UC21_0","O2_UC21_2","O2_UC22_0","O2_UC22_2","O2_UC23_0","O2_UC23_2","O2_UC24_0","O2_UC24_2","O2_UC26_0","O2_UC26_2","O2_UC27_0","O2_UC27_2","O2_UC29_0","O2_UC29_2","O2_UC3_0","O2_UC3_2","O2_UC30_0","O2_UC30_2","O2_UC31_0","O2_UC31_2","O2_UC32_0","O2_UC32_2","O2_UC34_0","O2_UC34_2","O2_UC35_0","O2_UC35_2","O2_UC36_2","O2_UC37_0","O2_UC37_2","O2_UC38_0","O2_UC38_2","O2_UC4_0","O2_UC4_2","O2_UC40_0","O2_UC40_2","O2_UC41_0","O2_UC41_2","O2_UC43_0","O2_UC43_2","O2_UC44_0","O2_UC44_2","O2_UC46_0","O2_UC46_2","O2_UC47_0","O2_UC47_2","O2_UC48_0","O2_UC48_2","O2_UC5_0","O2_UC5_2","O2_UC9_0","O2_UC9_2","V1_CD1_0","V1_CD10_0","V1_CD12_0","V1_CD15_0","V1_CD15_3","V1_CD17_0","V1_CD17_4","V1_CD18_0","V1_CD18_3","V1_CD20_4","V1_CD21_0","V1_CD21_4","V1_CD25_0","V1_CD25_4","V1_CD35_0","V1_CD35_1","V1_CD41_0","V1_CD6_0","V1_CD6_4","V1_CD7_0","V1_CD7_4","V1_UC1_0","V1_UC10_0","V1_UC10_2","V1_UC11_0","V1_UC11_5","V1_UC12_0","V1_UC12_4","V1_UC13_0","V1_UC13_3","V1_UC14_0","V1_UC14_1","V1_UC15_0","V1_UC15_3","V1_UC17_0","V1_UC17_2","V1_UC2_0","V1_UC2_4","V1_UC21_0","V1_UC21_4","V1_UC23_0","V1_UC23_1","V1_UC25_0","V1_UC25_1","V1_UC26_0","V1_UC26_4","V1_UC3_0","V1_UC3_2","V1_UC31_0","V1_UC31_4","V1_UC35_0","V1_UC35_4","V1_UC38_0","V1_UC39_0","V1_UC4_0","V1_UC4_5","V1_UC40_0","V1_UC45_0","V1_UC47_0","V1_UC49_0","V1_UC49_1","V1_UC5_0","V1_UC5_3","V1_UC50_1","V1_UC51_0","V1_UC51_4","V1_UC52_0","V1_UC52_1","V1_UC53_0","V1_UC53_4","V1_UC54_0","V1_UC55_0","V1_UC55_4","V1_UC56_0","V1_UC58_0"
"Aggregatibacter segnis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00707,0,0.00284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279,0,0,0,0.08461,0.05295,0,0,0.00157,0.01028,0,0,0,0,0,0,0,0.01371,0,0.01475,0,0,0,0,0,0,0,0,0,0,0,0,0
"Romboutsia ilealis",0,0.03502,0,0.03353,0,0,0.00648,0.00592,0,0.01407,0,0,0,0.0037,0,0,0,0,0.01581,0,0,0,0,0.00486,0,0.00136,0,0.03801,0,0.00417,0,0,0,0,0.02062,0.00804,0.01058,0.01199,0.03945,0.0055,0.00568,0.00292,0.01908,0.00457,0.00317,0.00125,0.00481,6e-04,0.0021,0,0.06786,0,0,0,0.00069,0,0,0.00372,0,0,0,0.00184,0.00544,0,0,0.00857,0.01548,0.00601,0,0.00036,0.01084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00399,0,0,0.00298,0.00295,0,0.00256,0,0,0,0,0,0.0081,0.00051,0,0,0.00222,0,0,0.01125,0,0.0284,0,0.00341,0,0,0.00066,0,0.00097,0,0.01027,0,0,0.00705,0.00137,0.00283,0,0,0,0.00017,0.00537,0,0,0.00171,0.00382,0,0.00023,0,0.00966,0.00314,0,0.00236
"Porphyromonas asaccharolytica",0,0.98657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498,0.24039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02385,0.00071,0.00394,0,0,0,0,0,0.44532,0.18356,3.02223,0,0,0,0,7.36106,9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134,0,0
"Prevotella bivia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169,0.00818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01308,0,0,0,0,0,0,0,0,0.00885,0,0.0231,0.00519,0.37104,0,0,0,0,0,0,0,0,0,0,0.00197,0,0,0,0,0,0,0,0.00129,0,0,0,0,0,0,0.00374,0,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0,0,0,0,0,0,0,0,0,0.00418,0,0,0,0,0,0,0.00019,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus pittmaniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857,0,0,0,0,0,0,0,0,0,0,0,0,0.00842,0.01495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106,0,0,0,0,0.00592,0,0,0,0,0,0,0,0,0,0,0,0.00678,0.04524,0,0,0,0,0,0,0,0,0.00191,0,0
"Franconibacter helveticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonellaceae bacterium DNF00626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium sp. CAG:590",0,0,0,0,0,0,0,0,0,0,0.22171,0.23951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coprobacillus cateniformis",0,0.02671,0,0.03524,0,0,0,0,0,0,0,0,0,0,0.02458,0.16229,0,0.71102,0,0,0,0,0,0,0,0,0,0,0.26118,0.21562,0,0,0,0,0.03803,0.03986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01446,0.00232,0,0,0,0,0,0,0,0.00323,0,0,0,0,0,0,0,0,0,0.22433,0.02244,0.27052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01551,0,0.09172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00835,0,0,0,0.02624,0,0,0,0,0,0,0.0893,0,0,0,0,0,0,0,0,0,0,0.03471,0,0,0,0.11165
"[Bacteroides] pectinophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79024,0.29133,0,0,0,0,0,0,0.18108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50129,3.66324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactococcus lactis",0,0.36618,0,0.17002,0,0,0,0,0,1.21448,0,0,0,0.05417,0,0,0,0,0,0,0,0.03132,0,0,0,0,0,0.05339,0,0.0521,0,0.00719,0.04703,0.0249,0,0,0.00063,0,0.00721,0.01868,0,0,0,0.11552,0,0,0,0,0.00333,0,0.10738,0,0,0,0.36665,0,0.00914,0,0,0,0.00663,0.58361,0.04441,0,0.003,0,0.17808,0,0,0,0,0,0,0,5.82052,0.19734,0,0.01753,0,0,0,0,0.02405,0.00087,0.02016,0,0,0,0,0.15585,0,0,0,0,0,0,0.01261,0,0.0112,0,0,0,0,0,0,0,0,0,0,0,0.00302,0,0,0,0,0,0,0,0,0,0,0.00229,0.00421,0,0,0,0.01224,0,0,0,0,0,0.00742,0.18873,0,0,3.08229,0.01019,0.08307,0,0,0,0,0,0,0,0,0
"Bacteroides finegoldii",0.46331,0.13738,0.02852,0.10706,0,0,0.21423,0.08248,0,0,0,0.11971,0,0.11837,1.14608,0.25251,0,0,0.00945,0.37153,0,0,0,0,0,0,0,0,0,0,6.61438,9.90757,0,0,0,0,0,0.21495,0.13964,0.58756,0,0,0,0,0.43317,0,0.19652,0.15105,0,0,0,0.15571,0.1738,0,0,0,0,0.08709,0.29665,0,0,0.12632,0.0012,0,0,0,0,0,0,1.23549,0.67824,0.90337,2.35468,0,0.08465,0,0,0,5.53572,2.7865,0,0,0.46303,0,0,0,0,0,0,0,0.1751,0.6706,0,0,0,0,0,1.27994,3.95277,0,0.12832,1.56663,0.37842,0,0,0,0,0,0,0,0,0,0,0.13118,0.08523,0.2916,0,0.09601,0.0064,0.00342,0.03911,0,0,0,0,0.82386,0,1.05159,1.15608,0,0,0.8597,0.09121,0,0.42661,0.03861,0,0,0.01118,0.04511,0.32333,0,0,0,0,0,0,0
"Bacteroides sp. OM08-11",0,0,0,0,0.00775,0.00168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02351,0.09321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19128,0.63538,0,0,0,0,0,0,0.14363,0.02624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01391,0,0,0,0,0,0.5296,0,0,0,0,0,0,0,0,0,0,0.0894,0.00104,0,0,0
"[Clostridium] methylpentosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07662,0.01272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219,0,0,0,0,0,0,0,0,0.00218,0,0,0,0,0,0,0,0,0.00144,0,0,0
"Parabacteroides johnsonii",0,0.00219,0,0,0.00504,0,0.03737,0.52976,0,0,0,0.00663,0.42606,0.31404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01717,0,0,0,0,0,0,0,0.09545,0,0,0,0,0,0,0.06594,0,0,0,0,0,0,0.31627,0.33075,0,0,0.37737,0.22419,0.36161,0.7896,0,0,0.00706,0,0,0,0.22924,0.15341,0,0,0.61294,0.32512,0.01523,0.01956,0,0,4.9066,0,0,0.07997,0.19106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13365,0.07754,0.41348,0,0,0,0,0,0,0.13487,0,0,0,0.02081,0.04073,0.12704,0.32138,0,0,0.00077,0.0787,0,0.05237,0.01222,0.12904,0,0,0,0,0.66182,2.50206,0,0,0.01699,0.24846,0,0,0.09798,1.77293,5.11201,0.19972,0.08422,0.00111,0.47446,1.79404,0.22257,0.72287,0,0,0,0,0.13875,0,0
"Desulfovibrio sp. An276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parabacteroides goldsteinii",0,0,0,0,0,0,0,0,0,0,0,0.08005,0,0,0,0,0,0,0,0.00638,0,0,0,0,0,0,0,0,0,0.07633,0,0,0,0,0,0,0,0,0,0,0.13305,0.10136,0,0,0.01105,0.51181,0,0,0,0,0,0,0,0,0,0.02404,0.02265,0.09221,0.55835,0,0,0.02942,0,0.04172,0.04673,0,0,0.06152,0.18038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03413,0.01527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83007,0,0.01058,0.0893,0,0,0,0.25851,0,0.0196,0.06379,0.58168,0,0,0.0171,0.00988,0.07721,0,0
"Alistipes sp. CAG:831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18938,1.23949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella sp. CAG:1185",0,0.01885,0.0357,0.07189,0,0,0,0,0,0,0,0,0,0,0.01937,0.01708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03075,0.00278,0,0,0,0.00031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02454,0.01132,0.04675,0.01007,0.10277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08915,0.05345,0,0,0,0,0,0,0,0.01357,0,0,0,0,0,0.01198,0,0,0,0,0.00509,0.01885,0,0,0,0,0.00671,0.00161,0.0607,0,0
"Firmicutes bacterium CAG:145",0,0.01762,0,0,0,0,0,0,0,0.01327,0,0.00113,0,0,0,0,4.09582,6.54443,0.06384,0,0,0,0,0.02145,0.74058,0.09202,0,0.48219,0,0,0,0,0,0,0.35526,0.47364,0.06256,0.1002,0.18104,0.06528,0.00415,0.00894,0.09934,0,0.00018,0,0.01012,0.02437,0,0.54832,0.29764,0.0282,0.02468,0.03844,0.04019,0,0,0,0,0,0,0.00848,0.01605,0.06396,0.08519,0,0,0.14917,0.02457,0,0,0.02701,0.05147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651,0.03143,0,0.51561,0,0.01514,0,0.00106,0.59546,0.00613,1.29007,4.15957,0,0,0,0.07189,0,0,0.05529,0,0,0.03857,0,0,0,0.03438,0.13795,0.00086,0,0,0,0,0.50259,0.08904,0,0.06284,0,0,0.03369,0.03843,0.04382,0.19953,0.21589,0.12977,0,0.04422,0.67015,0.02848,0.12225,0.00305,0,0,0.07955,0.17635,0.44173,0,0.21109
"Prevotella sp. CAG:1124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium sp. CAG:510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06221,1.67465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119,0,0,0,0,0,0,1.31933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella sp. CAG:520",0,0,0,0,0.49634,0.49175,0,0,0.87148,0.00876,1.39298,5.76335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23357,0.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides salyersiae",0,0,0,0,0.03323,0.12529,0,0,0,0,0,0.00017,0,0.0289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81926,0.02457,0,0,0,0,0,0,0.01485,0,0,0,0,0,0,0.46588,0.24623,1.1557,2.54062,0,0,0.00544,0.00885,0.19347,0.12136,0.00477,0,0,0.00965,0,0,0,0,0,0,0,0,0,0,0.87545,0,0,0,0,0,0,0,9e-04,0,0,0,0,0,0,0,2.0063,0.26573,0,0,0,0.00179,0,0,0,0,0,9e-05,0.23258,2.81726,0,0,0,0,0,0,0,0,0,2.40606,0,0,0,0,0,0,0.18684,0,0.12867,0.37134,0.20193,0,0.29105,1.93036,3.22627,0,0,0,0,0.17725,0.52197,1.66658,0,0,0.08224,0.00131,0,0,0.01505
"Firmicutes bacterium CAG:791",0,0,0,0,0.09187,0.22175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00334,0.00338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00445,0.01869,0,0,0,0,0
"Candidatus Methanomassiliicoccus intestinalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Succinatimonas hippei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella stercorea",0,0,0,0,0.02853,0.0236,0,0,0.01094,0,0,0.27016,0,0,2.42587,2.82718,0,0,0,0,0,0,0,0,0,0,0,0,0.15463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9615,0.07601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faecalitalea cylindroides",0,0,0.48339,1.54956,0,0,0,0,0,0,0,0.00425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92279,2.15502,0.00298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,17.73876,7.17878,0.46669,0.14858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13368,1.20993,0,0,19.09516,1.51612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14006,0.06398,0,0,0,0,0,0,0,0.292,0,0.03508,0,1.79967,0,0,0,0,0,13.22403,0,0,0,0,0,0,0,0.65221,0,0,0
"Prevotella jejuni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Christensenella hongkongensis",0,0,0,0,0,0,0,0,0,0.00068,0,0,0,0,0,0,0,0.05869,0,0,0,0.00144,0,0,0,0.01694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01112,0,0,0,0,0,0.01164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01757,0.007,0,0,0,0,0,0.00062,0,0.00459,0,0,0.02266,0.05661,0.00073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308,0,0,0,0,0.02619,0.01305,0,0,0,0,0,0,0,0.00273,0,0,0,0,0.00361,0.00413,0,0,0,0.02802,0,0,0.01535,0,0,0,0
"Actinomyces sp. HPA0247",0,0,0,0.00091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium dentium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00714,0,0,0,0.03299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01356,0,0,0,0,0,0.07786,0.21201,0,0,0,0,0,0,0,0,0.0528,0,0,0,0.01378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75973,0.76339,0,5.64224,0,0.01134,0,0,0,0.03839,0,0,0,0,0.0542,0,0,0,0.03514,0.00729,0,0,0,0,0,0.00554,0,0,0,0,0,0,0,0,0,0,0,0,0.00516,0.02549,0,0,0,0,0,0.00869,0
