"","CCIS02379307ST-4-0","CCIS06260551ST-3-0","CCIS11015875ST-4-0","CCIS12370844ST-4-0","CCIS12656533ST-4-0","CCIS14449628ST-4-0","CCIS15704761ST-4-0","CCIS17669415ST-4-0","CCIS21278152ST-4-0","CCIS22416007ST-4-0","CCIS22958137ST-20-0","CCIS24254057ST-4-0","CCIS33816588ST-4-0","CCIS34055159ST-4-0","CCIS35100175ST-4-0","CCIS38765456ST-20-0","CCIS40244499ST-3-0","CCIS41222843ST-4-0","CCIS41288781ST-4-0","CCIS41548810ST-4-0","CCIS44757994ST-4-0","CCIS46047672ST-4-0","CCIS46467422ST-4-0","CCIS47284573ST-4-0","CCIS48725289ST-4-0","CCIS50148151ST-4-0","CCIS52370277ST-4-0","CCIS53043478ST-4-0","CCIS53355328ST-4-0","CCIS55230578ST-4-0","CCIS58234805ST-4-0","CCIS59132091ST-4-0","CCIS61287323ST-4-0","CCIS62605362ST-3-0","CCIS62794166ST-4-0","CCIS65479369ST-4-0","CCIS71301801ST-4-0","CCIS72607085ST-4-0","CCIS76845094ST-20-0","CCIS77252613ST-4-0","CCIS78318719ST-4-0","CCIS81887263ST-4-0","CCIS82146115ST-4-0","CCIS83870198ST-4-0","CCIS84543192ST-4-0","CCIS85214191ST-3-0","CCIS87116798ST-4-0","CCIS87167916ST-4-0","CCIS87252800ST-4-0","CCIS87605453ST-4-0","CCIS91228662ST-4-0","CCIS98512455ST-4-0","CCIS98832363ST-4-0"
"Companilactobacillus versmoldensis",0,0,0,0,0.08894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erysipelothrix larvae",0,0,0,0,0.03062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium pseudolongum",0,0,0,0,0.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phocaeicola salanitronis",0,0,0,0,0.01247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoclostridium sp. An138",0,0,0,0,0.01224,0,0,0.00693,0,0.02802,0,0,0,0,0,0.047,0,0.00968,0.05746,0,0,0.00258,0,0.01742,0,0,0.00067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00588,0,0,0,0,0,0,0,0,0,0
"Subdoligranulum variabile",0,0,0,0,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoclostridium sp. An118",0,0,0,0,0.00808,0,0,0.07993,0,0.00243,0,0,0,0,0,0,0,0,0,0,0,0.0368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Latilactobacillus curvatus",0,0,0,0,0.00769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia producta",0,0,0,0,0.00392,0,0.57739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia coccoides",0,0,0,0,0,0,0.08439,0,0,0.00192,0,0.07891,0,0,0,0,0,0.00253,0.00927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41291,0,0,0,0,0,0,0,0.03451,0,0,0,0,0,0,0
"[Clostridium] scindens",0,0,0,0,0,0,0,0,0,0,0,0.09601,0,0.0015,0,0,0,0,0.04031,0,0,0,0,0,0,0,0.00593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacteriaceae bacterium CHKCI005",0,0,0,0,0,0,0,0.00086,0,0.00107,0,0,0,0,0,0,0,0.00086,0.02173,0,0,0,0,0,0,0,0,0.00957,0,0,0,0.00964,0,0,0,0,0.00309,0.01609,0,0.00181,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerostipes caccae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostoc gelidum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella oris",0,0,0,0,0,1.33401,0,0,0,0,0,0,0,0,0.29316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella denticola",0,0,0,0,0,1.20672,0,0,0.30467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4073,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Selenomonas sputigena",0,0,0,0,0,0.07917,0.00432,0,0,0,0,0,0,0.02149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium varium",0,0,0,0,0,0.06313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas endodontalis",0,0,0,0,0,0.06003,0,0,0,0,0,0,0,0,0.63821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33984,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus pasteurianus",0,0,0,0,0,0.02981,0,0.01099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184,0,0,0,0,0,0,0,0.00468,0,0,0,0,0,0,0,0,0,0,0
"Prevotella buccae",0,0,0,0,0,0.02663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter gracilis",0,0,0,0,0,0.02243,0.00462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00647,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Succinatimonas hippei",0,0,0,0,0,0.02061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267,0,0
"Fusobacterium nucleatum",0,0,0,0,0,0.01301,0.04223,0,0.03495,0,0.00152,0,0.07794,0.00305,0.1758,0.06054,0.00676,0,0,0,0,0,0,0,0,0,0,0.09871,0.06159,0,0.46812,0,0.02334,0.00084,0,0.0224,0.00668,0,0.09641,0,0,0,0,0,0,0,0.01304,0,0,0,0,0,0
"Megasphaera micronuciformis",0,0,0,0,0,0.00606,0.00432,0,0,0,0,0,0,0.12224,0,0,0,0,0.01946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Selenomonas sp. oral taxon 126",0,0,0,0,0,0.00595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Treponema denticola",0,0,0,0,0,0.00469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alloprevotella rava",0,0,0,0,0,0.00406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catonella morbi",0,0,0,0,0,0.00242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella sp. oral taxon 376",0,0,0,0,0,0.00123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides heparinolyticus",0,0,0,0,0,0.00074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eggerthia catenaformis",0,0,0,0,0,4e-04,0,0,0.00524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium neonatale",0,0,0,0,0,0,4.31826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridioides difficile",0,0,0,0,0,0,2.56023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01045,0
"Campylobacter curvus",0,0,0,0,0,0,1.98985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium butyricum",0,0,0,0,0,0,0.46588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter concisus",0,0,0,0,0,0,0.35225,0,0,0,0,0,0,0,0.02417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerosporobacter mobilis",0,0,0,0,0,0,0.26587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Firmicutes bacterium CAG:424",0,0,0,0,0,0,0.04352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0,0,0.03219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter showae",0,0,0,0,0,0,0.03966,0,0,0,0,0,0,0,0.01361,0,0,0,0,0,0,0,0,0,0,0,0,0.00104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridiales bacterium CHKCI006",0,0,0,0,0,0,0.01599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium sp. CAG:510",0,0,0,0,0,0,0,0,4.8651,0,0,0,0,0,0,0,0,0,0,0,0.04781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium sp. CAG:590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter lwoffii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides sp. CAG:530",0,0,0,0,0,0,0,0,0.11637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31162,0,0.67039,0,0,0,0,0,0,0,0
"Megasphaera vaginalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methanobrevibacter arboriphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65793
"Citrobacter koseri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Treponema berlinense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostoc citreum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus sobrinus",0,0,0,0,0,0,0,0.06884,0,0,0,0,0,0,0,0,0,0.00625,0,0,0,0,0,0,0,0,0,0,0.09791,0,0,0,0,0,0,0,0,0,0.00392,0,0,0,0,0,0,0,0.24673,0,0,0,0.00311,0,0
"Firmicutes bacterium CAG:791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus downei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces sp. oral taxon 170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus crispatus",0,0,0,0,0,0,0,0,0,0,0,0,0.00332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081,0,0,0,7e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serratia marcescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Limosilactobacillus oris",0,0,0,0,0,0,0,0.02857,0,0,0,0,0,0,0.02632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06768,0,0
"Campylobacter hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinobaculum sp. oral taxon 183",0,0,0,0,0,0,0,0.00878,0,0,0,0,0,0,0,0.00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atopobium deltae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00712,0,0,0,0.00846,0,0,0,0,0,0,0,0,0,0,0,0,0.00528,0,0,0,0,0,0,0,0,0,0,0.00549,0,0,0
"Fusobacterium periodonticum",0,0,0,0,0,0,0,0.00446,0,0,0,0,0.11387,0,0.01357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01145,0,0,0,0,0,0,0,0,0,0,0.01437,0,0,0,0,0,0,0,0,0,0,0
"Schaalia cardiffensis",0,0,0,0,0,0,0,0.00367,0,0,0,0,0.73348,0,0.00809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0,0,0,0.00482,0,0,0,0,0,0,0,0,0,0,0
"Negativicoccus succinicivorans",0,0,0,0,0,0,0,0.00342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus sp. CAG:330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01636,0,0,0.33956,0,0,0,0,0.09189,0,0,0,0,0,0.04034,0.17513,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lentilactobacillus parabuchneri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium variabile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactiplantibacillus plantarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oenococcus alcoholitolerans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03932,0,0,0,0,0,0,0,0,0.03184,0,0,0,0,0,0,0,0.03282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128
"Prevotella sp. CAG:873",0,0,0,0,0,0,0,0,1.02117,1.38211,0,0,0,0,0.14648,0.96337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31292,0,0,0,0,0,0,0,0
"Alloprevotella tannerae",0,0,0,0,0,0,0,0,0.96278,0,0,0.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella nigrescens",0,0,0,0,0,0,0,0,0.6031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactococcus garvieae",0,0,0,0,0,0,0,0,0.37778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Filifactor alocis",0,0,0,0,0,0,0,0,0.20932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides sp. CAG:633",0,0,0,0,0,0,0,0,0.19651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00918,0,0.23816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides sp. CAG:661",0,0,0,0,0,0,0,0,0.09256,0,0,0,0,0.01232,0,0.0161,0,0,0,0,0,0,0,0,0,0,0.00808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus viridans",0,0,0,0,0,0,0,0,0.01828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02148,0,0,0,0,0,0
"Klebsiella michiganensis",0,0,0,0,0,0,0,0,0.00312,0,0,0,0,5.54541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01946,0,0,0,0,0,0.00605,0,0,0,0,0,0,0,0,0
"Fusobacterium sp. CAG:439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05643,0,0,0,0,0,0,0,0,0,0,0
"Faecalicatena orotica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces viscosus",0,0,0,0,0,0,0,0,0,0.00094,0.00143,0,0,0,0.0095,0,0,0.0055,0,0,0,0,0,0.00076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333
"Latilactobacillus fuchuensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02209
"Scardovia inopinata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella sp. CAG:617",0,0,0,0,0,0,0,0,0,0,3.3514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella buccalis",0,0,0,0,0,0,0,0,0,0,0.05672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finegoldia magna",0,0,0,0,0,0,0,0,0,0,0.04061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042,0.01556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus sp. HMSC062D09",0,0,0,0,0,0,0,0,0,0,0.02684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides faecichinchillae",0,0,0,0,0,0,0,0,0,0,0.01957,0.03353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52901,0,0,0,0,0,0.01195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01196
"Parvimonas sp. oral taxon 393",0,0,0,0,0,0,0,0,0,0,0.01327,0,0,0,0,0.01625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella corporis",0,0,0,0,0,0,0,0,0,0,0.00914,0,0.00568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eremococcus coleocola",0,0,0,0,0,0,0,0,0,0,0.00463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium jeikeium",0,0,0,0,0,0,0,0,0,0,0.00437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas asaccharolytica",0,0,0,0,0,0,0,0,0,0,0.0032,0.002,0.13618,0,0.00718,0.4707,0,0,0,0,0.00405,0,0,0,0,0,0,0,0,0.00093,0.66135,0,0.47697,0,0,0,0,0,0,0,0,0,0,0,0.00119,0,0,0.12581,0,0,0.2951,0,0
"Corynebacterium aurimucosum",0,0,0,0,0,0,0,0,0,0,0.00259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Varibaculum cambriense",0,0,0,0,0,0,0,0,0,0,0.00205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium amycolatum",0,0,0,0,0,0,0,0,0,0,0.00199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptococcus niger",0,0,0,0,0,0,0,0,0,0,0.00136,0.11482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ezakiella coagulans",0,0,0,0,0,0,0,0,0,0,0.00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus equinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brevibacterium linens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus devriesei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium flavescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus casseliflavus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00964,0,0,0,0,0,0,0,0,0,0,0
"Brevibacterium aurantiacum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
